Date,AAPL,JPM,TLT,GLD
2021-03-01,132.52902959082982,110.26128345576203,146.46465675632493,160.8976343968073
2021-03-02,131.942899867053,109.75179931892427,145.8088359897141,160.33771853001278
2021-03-03,130.9479665404791,108.61079137013525,145.69367311019087,160.6092199652038
2021-03-04,130.84783384939803,107.36269212551238,145.28542534473263,160.49449039072076
2021-03-05,132.12723080872215,108.28095596221945,146.32156754271415,159.89662439279456
2021-03-08,130.76854271257247,108.21280024731038,147.42336775382944,158.50552667008927
2021-03-09,131.95190386228714,109.07710722637765,145.41960819408115,159.45077601558688
2021-03-10,132.2124060100747,109.20653374975525,144.47982174696276,157.50984215237332
2021-03-11,127.66215343774296,106.08644825285738,143.63821403395056,158.70055638303202
2021-03-12,126.9895002893439,107.29973592871772,142.96700215023608,157.23594088059792
2021-03-15,125.13198339481416,106.9264071192153,143.01041386128006,156.15296214506301
2021-03-16,123.19112965531079,106.17871426453739,141.910763912256,154.0341989443911
2021-03-17,124.16980668559334,109.88739194371175,140.92487697351464,153.33656191642686
2021-03-18,126.16104738683593,111.27857098724549,139.7562274726914,154.7869268557556
2021-03-19,129.90228389832262,111.54798739654701,139.68666698809733,155.57378892556196
2021-03-22,127.31461601804227,110.36671851585426,139.99071966749494,157.04992973303507
2021-03-23,128.3495162835644,111.25455664623463,139.45013545995232,157.8580126009144
2021-03-24,128.67997815145785,111.77277615888063,139.5213272393918,156.25131235307333
2021-03-25,130.24861224885393,111.41147599275911,138.7788514713599,155.7945942281792
2021-03-26,130.59348872145222,111.90960338077757,138.68259035538023,154.68095795328404
2021-03-29,128.8230609653242,111.14046484625538,140.21261121451082,156.66908210490496
2021-03-30,127.78315580063027,111.94700553980364,141.7231845753611,154.93809445910892
2021-03-31,126.31394736884154,111.88277695872054,140.9127097974625,156.28303787388626
2021-04-01,128.3684656675351,112.33508537647253,141.42951109076557,157.63854814285816
2021-04-02,131.01642142083756,115.08335897547693,141.7775561754222,160.41936874433648
2021-04-05,134.62335633479233,115.15440616363298,140.7843113704576,159.8312672656649
2021-04-06,135.42908380488228,117.15446391140652,141.2369263257648,160.942619948426
2021-04-07,135.35342435631208,118.1186655863672,142.51719295936527,164.48278259832927
2021-04-08,133.51764457218124,116.63930890501344,141.70402683210241,163.5580784430834
2021-04-09,133.40666088370062,116.43464785875997,140.79389680198847,161.234816957613
2021-04-12,135.06919574179327,119.21429931444348,141.27251214723404,158.42729484808427
2021-04-13,136.92320332605973,118.90378756792597,141.53282864877156,159.529473000083
2021-04-14,141.85575881612783,120.24164564939626,141.58998184330503,156.74699436948075
2021-04-15,136.73396391555949,116.53237854253629,142.64791727172633,156.22750855155888
2021-04-16,136.95869433601618,117.91557500537881,142.7729880728977,156.9055397899105
2021-04-19,137.9478962023748,120.25432936620903,141.56866117220306,157.2115143704369
2021-04-20,136.75014657572856,118.8865783233537,142.59941150768574,157.8761101917786
2021-04-21,137.99111485991003,119.08960383634782,143.63604452831055,158.23946186918258
2021-04-22,135.16965932753575,118.52329256262571,144.00842303565562,160.19503248113924
2021-04-23,132.70656231283616,118.28499333585778,144.04075833545392,158.79147994664135
2021-04-26,135.69919337258074,119.21961460012001,142.56471761716142,157.8102409468049
2021-04-27,141.0237448948642,119.76910145473937,142.613591474403,156.69335957234296
2021-04-28,139.33887486817872,119.74272006347603,143.2853399705622,157.95872421255348
2021-04-29,137.53634669114635,118.75771002612026,143.4694749963145,159.33997696457428
2021-04-30,137.27328844843277,119.33440770129181,144.64285236619293,160.05255508542137
2021-05-03,139.4353214310558,121.66932401648093,144.0832664278717,161.88457920918796
2021-05-04,141.14120846668166,124.93208828700384,144.5101287082892,160.1243306590077
2021-05-05,143.52645956692658,125.05844194692203,143.74557353680714,162.6991483708584
2021-05-06,144.26951654246227,126.08302888665429,143.58526422970172,165.09060503789127
2021-05-07,143.3089747046557,126.4940765139339,143.40827016406845,166.2751309701036
2021-05-10,142.93305508766218,127.2896855409979,143.34247006619285,169.1318624179485
2021-05-11,140.73085396173727,126.95071901829927,143.21858299049353,166.53799081167503
2021-05-12,140.26133075864573,126.33178273111345,143.2022816916489,165.74762498235586
2021-05-13,142.52827656197533,126.15801147789202,144.07083091406938,164.63266973769277
2021-05-14,139.38325128880646,126.04644996243897,144.10465139543203,165.7917528038439
2021-05-17,140.35894779745436,125.34946121666462,142.57755596411562,164.18732720940818
2021-05-18,140.90838257014167,126.99841844622856,144.0909048024041,165.39955367353446
2021-05-19,142.9117510417949,128.5738365431393,145.35740143447623,167.58871386993366
2021-05-20,146.67574268172567,128.25463418899616,144.25510276937797,168.7267105621961
2021-05-21,143.50111845889248,124.36653151933497,145.30250623731627,169.21327754752326
2021-05-24,142.14600887327452,123.31642787628427,144.9733183581853,167.67436646496657
2021-05-25,143.33839257598186,124.43387468637462,145.3222956245275,166.37099875139313
2021-05-26,143.17294060243054,123.59611350697753,145.83429978641124,168.38052171136047
2021-05-27,145.9743788023666,122.41554174991698,145.67469697918355,169.6587381633231
2021-05-28,147.77224010520044,122.39737500874966,144.84869563002871,169.62984992792568
2021-05-31,150.70146337664826,125.50291609765782,143.68542987299807,168.99485124827595
2021-06-01,152.14931062354592,126.39207180725123,142.81710429235733,165.82360054733752
2021-06-02,154.64474155922343,126.50304165299805,142.00592472576983,164.1867311185647
2021-06-03,156.05950070676573,126.09405257348146,141.97536209192936,167.21225775329168
2021-06-04,153.50904699699552,123.5901661333553,141.88846086576106,165.23409974470735
2021-06-07,155.42379670063104,122.64135549853444,142.5153711504166,165.56304907093718
2021-06-08,157.70462651801478,124.55152166621097,143.8480046662941,167.17981118890702
2021-06-09,165.08736937540655,127.0667913059335,142.62742210950927,165.24189902007973
2021-06-10,166.04736947916584,128.30147523709488,142.9060850418734,165.5634024102023
2021-06-11,166.50154830293476,130.47482128948857,143.27865060285052,167.07036969523864
2021-06-14,166.86092344692088,131.67528922389087,143.72376314830274,167.12325921006448
2021-06-15,166.89957505025427,129.88911845818402,144.1375457781522,171.74896299402744
2021-06-16,167.84744932266247,131.78791778105563,144.49138467791371,169.09581804113256
2021-06-17,170.22110384413116,132.74298094798337,144.72175220654125,170.82984145691998
2021-06-18,171.2645901500191,132.71858657552522,143.3792749946747,170.58497704271866
2021-06-21,169.62144195609875,132.10194226891727,144.4374270503566,171.8678631732612
2021-06-22,175.1165091322763,132.4847752509246,144.8486275022342,172.62028840264222
2021-06-23,172.72335550064776,132.28943989577064,144.56709833412546,171.46258084960706
2021-06-24,174.19940546454345,132.53453439141325,144.44055913281449,171.86809284885967
2021-06-25,176.34641934163767,135.5036037385678,144.43806096998182,168.9107002995707
2021-06-28,175.87013030986034,134.7267426340944,144.5423203396835,169.9099754255721
2021-06-29,176.09458866643092,133.82532663921805,145.69612373894137,170.4231540689888
2021-06-30,180.7328515183165,134.73006493536508,147.8611784837151,171.48875053407292
2021-07-01,179.2068233651414,133.64947917836977,147.28781573200473,173.24631378294768
2021-07-02,176.49697877960602,132.9024658971267,146.47418684207616,173.88365995773023
2021-07-05,177.29782564942272,131.5029108659493,146.74333096859033,174.16170049177467
2021-07-06,178.2930118167784,130.48387322889576,147.73410710975202,172.7520415116796
2021-07-07,179.29206845512448,133.39018380182137,147.38845106617015,171.6273985227206
2021-07-08,178.04106286638321,131.21647763097525,149.02650909002992,173.59722901278118
2021-07-09,182.77759649061457,132.35497881979185,147.32646259594466,176.00428595459334
2021-07-12,181.61398349424286,132.11032032089068,148.21167517217793,175.64357986453632
2021-07-13,180.1973243283396,132.02474507953775,147.7509514440556,175.75481463632144
2021-07-14,182.52909454456307,133.49581311453144,149.12593819640915,174.29347832169344
2021-07-15,182.16814356495237,132.68440138045375,151.3906549588169,176.27062545439398
2021-07-16,180.78321678461967,133.79182784397653,150.60164828794564,177.4176343478369
2021-07-19,184.0864382045427,136.7976478991167,149.6981805937092,180.73785430993794
2021-07-20,179.35243001821715,135.41126411801085,151.00456172667666,179.27961866102422
2021-07-21,182.308033481665,135.43846252293363,150.5900331908048,178.67585105178495
2021-07-22,180.0041709232335,136.65434372383746,150.47761728202943,179.10256800028645
2021-07-23,180.75736385547586,140.0379299413025,150.2754111104195,180.23576726365167
2021-07-26,179.0071591663599,138.41796828028959,148.84564501149217,179.9045364292336
2021-07-27,179.43155739054737,135.70264234780123,149.23505611207315,178.46206591773003
2021-07-28,180.60052495878227,137.77113575810958,148.44179204165195,179.99030597954552
2021-07-29,180.31153455841616,138.08533964853183,147.90225332967907,181.2569241389414
2021-07-30,184.82049599971995,135.8609605646804,149.18746863158523,179.73003714060886
2021-08-02,182.82598996070473,137.39918249952112,147.91748664208242,182.08289942338212
2021-08-03,177.16654282787403,136.00829575241107,148.88830646940247,184.1439568444936
2021-08-04,178.69549213144793,136.2749535677073,148.5666446024694,184.41436717562905
2021-08-05,178.50572546292548,137.12690777890583,148.22690210043353,184.58974407867805
2021-08-06,175.16802630762683,136.56825729607473,149.18853586329317,185.59549167701283
2021-08-09,180.71100389237506,139.8457620998763,148.960395387127,184.1269772863423
2021-08-10,182.40472374876586,139.99837409079655,149.36401401425272,184.21578168559194
2021-08-11,178.87177149621448,139.22635621753182,150.64514203062603,180.54284119461263
2021-08-12,177.92979116668627,139.82447583146023,150.1426604962236,182.08037983998685
2021-08-13,177.73008746394865,139.60238550308605,149.86540542809652,179.44915803752602
2021-08-16,180.8800463966628,141.45418676812204,148.619101451939,182.05272090922998
2021-08-17,183.38708883114464,141.85711064791442,147.5148613514221,181.52173370536727
2021-08-18,185.50159271038848,142.2631390282323,150.53669672959083,181.19498908779678
2021-08-19,185.63504897313703,142.9205514730188,151.4385491178305,180.1591494770335
2021-08-20,183.6210125243261,144.574818036112,150.04007776855934,179.7051271635963
2021-08-23,184.20813917091152,146.2184420399402,148.559665994222,182.16622586676888
2021-08-24,188.53440775383856,151.2676675576995,148.45584905489133,177.96918719954252
2021-08-25,188.66513492244584,150.73727910816694,149.0504544810925,180.16534833873015
2021-08-26,186.64803867544185,149.35723150878044,149.80119261180909,180.77758535866744
2021-08-27,185.561582513068,148.23974978520667,149.8359514106485,178.76294448630784
2021-08-30,181.4092262112997,146.86027617361145,149.97092155278332,176.99088982044285
2021-08-31,184.32516957214392,147.89600635353403,150.31304963159295,179.85250515567108
2021-09-01,185.09049247815108,146.3486868567148,150.30069722491734,178.28819457246072
2021-09-02,188.18723733878545,145.453504318424,148.14082229895575,176.39072915698094
2021-09-03,190.96631273827578,145.2637151379688,147.69072670619013,178.33193398460952
2021-09-06,192.14370029866924,146.60114257473322,146.9055833580424,178.93883581076688
2021-09-07,196.94456083136984,150.88989629689328,146.6495604283668,177.39517961671936
2021-09-08,197.4799679481449,150.49263793602782,149.52139954851367,177.7939371845959
2021-09-09,205.6796315572575,154.09567039670108,149.06361327498536,176.11394217891421
2021-09-10,210.48945297944795,155.1650329803822,148.59222527742412,177.99071419749848
2021-09-13,208.98685117233202,155.66223354022617,149.72285884941954,179.82044174248102
2021-09-14,208.13603842549364,153.01543478916412,150.50968856897856,180.76253451786297
2021-09-15,209.3374536904972,154.1074507480397,150.77187114770157,181.4173166765461
2021-09-16,212.3205254871141,155.22973583356963,151.42594293515074,184.49826702949477
2021-09-17,212.75978627379087,157.02707634840309,153.19057481224024,184.53433051317245
2021-09-20,218.4705793211118,158.06655334136855,151.96821363356813,182.52118917241327
2021-09-21,218.3916364300087,159.47001804337924,152.45350818840788,183.33440102248989
2021-09-22,213.00397956856784,154.63404786562316,151.83230689162446,187.02111367662587
2021-09-23,209.6627188386257,153.55715494687985,152.835902097227,185.27317445307068
2021-09-24,207.1802751376473,152.16304769877155,152.0987083278156,184.67809181681994
2021-09-27,211.47114445005374,150.98528444889774,151.44867568672024,185.44303076334742
2021-09-28,210.69643823354352,152.06140664340305,151.11161887735912,185.38537802515847
2021-09-29,206.74912029209062,152.30028578851355,152.43165845404516,183.70905790880616
2021-09-30,203.10219165766603,152.4546855799639,153.2720978574055,185.7036776094566
2021-10-01,203.22263408594551,154.3782336025945,151.9658599835221,189.85735159765258
2021-10-04,195.96386669479148,155.45195607990854,152.29641264763927,190.24727814385153
2021-10-05,193.11180865521746,157.58792028983825,151.57951967448216,188.6664158724986
2021-10-06,195.05973928947688,160.07418405434,150.37394583258214,185.96204090330755
2021-10-07,194.26206422243018,159.58271866505967,150.5210698373917,186.45289404140382
2021-10-08,196.20244506835525,160.3108229076349,150.13025550258524,188.44528537119407
2021-10-11,195.61955980296463,158.96760662713854,152.28102200254813,189.3308525695387
2021-10-12,198.26363527706684,160.28358762075482,152.3755166585036,189.36412064578934
2021-10-13,200.97063137140748,160.71923760787712,150.74976058847233,188.35002085137324
2021-10-14,195.35378955050396,161.9151921830667,150.63774157108284,186.4532395260571
2021-10-15,196.58343880687136,160.41238827548966,151.90368970963485,187.96702576360514
2021-10-18,199.9154720742757,161.4404966786359,153.7659482319327,189.63464416218895
2021-10-19,200.85422697901947,163.0882028062003,152.08998459294065,186.9220966492469
2021-10-20,202.35257665237316,164.0182936040475,150.15361819418146,189.78899712088747
2021-10-21,212.61793558369283,172.47776365665212,150.7764760058953,190.85916297663076
2021-10-22,209.51487481574173,172.53185922886988,150.98342369997752,193.43840249929485
2021-10-25,212.01391082325017,174.72007174610118,149.82804056168519,191.0386237086752
2021-10-26,213.0521516586136,175.1933058886704,150.05578590623605,188.62637628951907
2021-10-27,212.56909524175745,174.2999754599464,147.40143955568047,188.39842430118432
2021-10-28,211.3129599922703,172.98621645985517,147.5062570900328,189.3331719162373
2021-10-29,217.72237831307083,174.2311441338069,147.59570078778808,192.61255891677018
2021-11-01,217.44951774177963,172.4846317047921,148.69598269679713,193.94040784197398
2021-11-02,215.67733676489163,171.18366078639855,147.828020969334,193.53458415420502
2021-11-03,215.98878540938398,168.44899758916617,148.06022707937862,191.70473719716702
2021-11-04,219.77200286892628,168.56202609318908,147.1841910644775,193.98429203919818
2021-11-05,228.49513692741016,169.95473817840542,146.74894943353286,192.2621855336393
2021-11-08,223.79273791074107,168.35867230036695,146.47821672720946,195.28225710981684
2021-11-09,224.25390157192757,169.63802041134085,145.9103598784904,194.79684883899066
2021-11-10,221.86714022705286,165.1682847584008,145.47494780135645,197.78591636357274
2021-11-11,221.78502561332562,164.12975969728788,146.21945006584167,199.09835037689336
2021-11-12,227.14754459535268,164.76023854911864,146.70113998974978,198.8802436028341
2021-11-15,229.13892793304882,165.4305579918316,146.4742980190732,197.94583465766743
2021-11-16,229.04558014791513,165.8925520104991,146.83439495928258,197.34837480357572
2021-11-17,225.96773050132646,162.23273288387105,145.71749386262582,198.1880231563337
2021-11-18,231.3717025499835,163.5027102773996,145.2536958802742,198.37192247612043
2021-11-19,230.07254877796993,162.31044912891036,145.42861706902463,197.30111954852262
2021-11-22,236.2345176695877,163.7017983039552,147.79422534122128,197.03166075935945
2021-11-23,234.79893429629513,164.18661203027477,146.7578731095535,197.21713427108818
2021-11-24,237.69843376342826,162.25583781100502,148.3196593413889,193.3281670523971
2021-11-25,244.65941821707247,165.0622814898901,148.62414235883455,194.2054825308146
2021-11-26,244.99754046276624,164.95532417647752,148.70725432464172,192.45410392089963
2021-11-29,238.07062151390477,163.62949705767022,150.9829985026266,190.40590774715787
2021-11-30,237.9899751226386,164.0444738518632,151.2898329999036,187.43135228678446
2021-12-01,237.44080302974697,165.93816950831828,151.8710057209018,184.3176041524552
2021-12-02,241.49928190496493,167.23817491301656,151.57053077093673,182.00806818599523
2021-12-03,237.93250494195468,165.12546382273186,152.9946440878225,180.8286343359381
2021-12-06,237.76836832337625,162.8761446254481,154.09950686987085,184.23364979327957
2021-12-07,245.16424010955024,161.14419362669454,153.34744341897974,183.35682261697877
2021-12-08,252.72881276225954,160.25838726660083,151.82420112143367,183.70148904609744
2021-12-09,250.55506709277492,159.016413495742,152.0036087799006,184.43455851210365
2021-12-10,249.8945171220749,159.3575267287221,151.34962282428486,184.69975605647903
2021-12-13,249.041117330551,156.58481311828135,151.44178814179665,184.601271004553
2021-12-14,249.01090729373624,157.00507949928124,152.83549517925974,182.56424810656296
2021-12-15,251.73127781409798,158.9474864624663,151.8676712119983,185.12116281568262
2021-12-16,252.4819774324969,159.8410889012103,151.7127423389213,188.34687842177024
2021-12-17,244.39116817599626,160.40749906251537,152.16039643684735,185.41269850271607
2021-12-20,248.42492633645892,163.13113863358566,152.70426464631214,183.66370502803161
2021-12-21,256.9024574007641,165.99412933785806,149.92929299709644,183.2150956650966
2021-12-22,258.9706308368237,166.34298947855598,149.05808577885986,181.58888093817293
2021-12-23,258.98989161265206,161.10673989349957,149.71969069259225,182.49532819645782
2021-12-24,254.27609512233613,159.49833904053278,151.01091511497006,181.27975775757207
2021-12-27,254.27989816053474,161.1346805880835,150.17160160234732,185.06326333242794
2021-12-28,252.99587260910272,158.8296486603382,148.62581915282718,187.19404826479604
2021-12-29,257.5457617397365,159.38710379409468,149.0835803269494,187.60765085801728
2021-12-30,265.07474013088216,160.71814203530997,148.26696451556023,189.47466834536925
2021-12-31,261.0691130916489,159.17330353287505,147.4417490629066,191.50301043512766
2022-01-03,264.25576623942067,158.2842047185345,146.889156984295,190.52304123264608
2022-01-04,254.30973664093543,154.0650621927008,147.68142944350566,189.09679433246296
2022-01-05,250.9647545116283,153.34953860203888,147.43033212636485,189.27402230926333
2022-01-06,252.89600693299516,151.63816322451956,145.47818780007853,190.85918929092574
2022-01-07,251.17537193902416,151.92351578411768,146.6768346796362,191.14806502315827
2022-01-10,251.97187441516655,154.14076912300726,147.3862874769436,188.3582121871108
2022-01-11,251.9897320221844,152.29631457485706,148.42510376183694,186.9718309008623
2022-01-12,254.74858614474738,152.74660169318526,147.50364240611393,186.87826273652516
2022-01-13,253.63724237321162,153.34351700183706,147.2867193520023,186.7817538187244
2022-01-14,259.4382996235854,156.76137957276364,146.8654085794373,190.3335439778242
2022-01-17,256.6440155344516,155.24446018544302,147.8531278291457,187.89439670332007
2022-01-18,261.2497463576959,156.13720597919257,148.14066639000288,188.83164810255983
2022-01-19,259.9497448082148,156.7547105734088,147.46280761714223,191.54544215225758
2022-01-20,255.2546069668158,153.9193495577366,147.8376305456676,195.73988718633495
2022-01-21,256.84692332610126,154.81206917145886,148.1358883547561,195.03204684931734
2022-01-24,261.0605453781077,155.14764718854866,149.44998134551398,195.97867894671396
2022-01-25,260.99405232667544,154.1315843427918,150.30389621343184,197.07571883444857
2022-01-26,260.39633693837135,154.15647087498542,151.04068727920438,197.479257971378
2022-01-27,261.6593578024695,151.1950591541568,151.24589947478972,197.33404827699906
2022-01-28,254.15865862702378,150.71942086284446,152.5700837449374,198.1879776013245
2022-01-31,259.69905243116415,151.84568651738286,152.77100567290339,193.54052042180246
2022-02-01,259.9092075065937,154.3488904647345,151.47230080973557,194.8305608260694
2022-02-02,255.29973453364656,151.362679133683,153.20514706380698,195.10169663310904
2022-02-03,258.953037440451,156.13256550256332,153.2341604687142,194.73061975281718
2022-02-04,249.61116958152306,152.34756407851066,153.413903470926,198.57296388039646
2022-02-07,252.6070488851889,153.54828605996104,153.0066854607831,197.34974194188808
2022-02-08,253.33031708926785,155.04947586665804,153.12158511998905,196.6385352886569
2022-02-09,255.40262590140728,154.66180473452852,153.49179819226498,200.4137580206858
2022-02-10,253.61232414404944,156.32858845477227,153.88328181152892,198.88369209690177
2022-02-11,254.55666667950436,154.5050784540635,154.25865280166394,197.8918172614724
2022-02-14,253.51159932472584,155.17646619373173,156.08247158251854,197.65629865189254
2022-02-15,248.4269354255543,155.82752865362013,157.3342300009972,199.27230650995824
2022-02-16,253.98673785334398,156.20179672036952,157.2651337214115,199.70359167304323
2022-02-17,253.93499821031907,158.74658003360722,158.09685424548965,197.31836234605643
2022-02-18,247.78438239416306,157.5171798146601,157.29899553252795,196.36759144280165
2022-02-21,249.53267105485784,159.30869425123873,157.41961972303653,195.2826159768015
2022-02-22,254.8759628635654,160.22388800874322,159.13565018056045,195.17889815713053
2022-02-23,260.0462250585998,161.31681555509817,158.6684408989263,196.0047358583113
2022-02-24,261.262764023327,163.50676599235732,157.6341663864181,196.81986255314825
2022-02-25,257.92884524701594,163.54008929358764,157.25775480113893,193.58284999155495
2022-02-28,255.53799978300987,160.33457861513637,156.36633822864457,195.5776126370727
2022-03-01,264.06304505452255,163.39301207834632,155.37204036070892,196.0838277106322
2022-03-02,267.3819085611008,162.00979111197327,154.82985847142368,198.70538911142395
2022-03-03,268.84182299807094,163.5701066033649,153.48048687080006,199.5807593930695
2022-03-04,272.55601762652566,165.48839345158265,153.46863542836206,201.70856334040496
2022-03-07,277.76176396636964,165.90999658491776,153.9586017486788,202.63994847085448
2022-03-08,275.27331926669945,164.54187441053307,153.27100214533613,205.2748477312084
2022-03-09,276.75159789879797,163.8586878184355,154.58483699585034,206.33127726441055
2022-03-10,276.1267341270565,163.35995238407605,155.1549310776788,206.18137029562413
2022-03-11,275.5564944276493,162.70636759136426,156.24270984365978,210.69827256979062
2022-03-14,281.7315285569132,165.56749345443527,155.26419600329172,212.5178842778091
2022-03-15,284.97101545154555,168.85330776454876,155.8539536416822,213.7155518774949
2022-03-16,290.3773913206503,172.3155730788733,154.5430758343988,211.19553353332952
2022-03-17,294.9814855329725,173.6055551877115,155.01610079131095,208.68155996542612
2022-03-18,295.5939580205169,173.43389152900545,155.18663876711395,209.30107540529963
2022-03-21,291.80837326555564,172.04470759518742,155.52536081797385,209.63066124463737
2022-03-22,293.9562453801792,170.46358386720271,154.48281209976332,208.45907233599596
2022-03-23,296.51441716696,172.53760344517008,153.52372978268335,208.77837866925708
2022-03-24,299.61292468835853,174.92526802413892,154.15162013107076,211.97807010113368
2022-03-25,290.8135574437666,173.2980073030143,153.21278229415822,213.41789134778602
2022-03-28,300.0057542504866,173.4363881244945,153.48676596560446,211.17117711856002
2022-03-29,296.9011972299411,172.238622500799,152.42881168148702,210.99065087891645
2022-03-30,308.4870505233117,176.064420832308,152.6144714315464,209.4334480040135
2022-03-31,301.59920828374123,173.35171971694015,151.74809284207157,208.7090154126747
2022-04-01,299.5373696305705,172.22497000796625,152.65621761356334,207.93616282999784
2022-04-04,300.5093705577075,173.41933101599471,152.91349660419746,207.04086915301716
2022-04-05,301.586755393682,174.7535809834741,152.01190682862597,204.6404849322304
2022-04-06,310.6300359215738,176.70444787479337,152.3889422045511,204.43434995954323
2022-04-07,312.6223514734476,177.8351726572943,152.45646373046077,203.3946265853486
2022-04-08,313.6259915339648,177.25070939272453,151.95253891115874,197.88099007101292
2022-04-11,313.5569326735452,175.77241049825324,151.2703278845163,201.79714591243211
2022-04-12,315.8635191891151,175.872590353247,149.39779982722223,203.92438912244657
2022-04-13,314.1271150887434,174.3507358890885,149.93899407037375,203.24090277908041
2022-04-14,319.41069532178625,175.60366110967493,148.18773985409845,203.31738371070006
2022-04-15,327.7212622254292,177.98007074466295,148.32914494790194,201.11875297212032
2022-04-18,324.59476292089164,177.65718690918044,148.33663193820894,204.40780288827747
2022-04-19,324.3726592176541,176.8008996041637,149.07719330940444,208.1467038251825
2022-04-20,330.09676184072225,178.67240814620453,148.67975901568184,208.49648179260208
2022-04-21,332.2087879100528,177.36385495634428,148.54766680822325,210.56450335278433
2022-04-22,333.59844959065424,178.00579909418462,149.4885402189711,210.95540332470918
2022-04-25,337.26158519249987,179.09852563538917,149.74024249249558,208.34894557756934
2022-04-26,334.338261214981,179.44365977392886,149.9741260219785,207.58094181927976
2022-04-27,338.6719868935069,179.45313984685683,150.57959697818416,207.88111618030695
2022-04-28,332.8518702723583,176.35301790315592,149.27940585901027,207.03124004063966
2022-04-29,335.2155094404324,175.0910088799856,149.93202509739618,206.64493557072203
2022-05-02,327.02504333452157,171.12777966838703,150.95706104260768,206.50751447259893
2022-05-03,321.6279256672882,169.29975093670285,150.425042835903,206.39070200444897
2022-05-04,320.3305846046079,170.91237384559022,150.41878131344635,206.53361696760874
2022-05-05,320.9515066237551,174.09045320853534,150.4546347863306,204.51469477816622
2022-05-06,323.9623839108858,175.6805142384902,150.24264059375216,203.1740654566275
2022-05-09,335.9883266739722,178.93616996733556,150.12421425274414,200.76263890077146
2022-05-10,341.49168034206286,177.59951073542595,151.2332788883606,202.66638640494034
2022-05-11,340.2456029463106,176.61505280454477,152.3250847524539,198.7133094014292
2022-05-12,344.13114633956434,175.47921469993915,151.0857911260338,200.93107655843895
2022-05-13,344.83305087628327,173.06881692437594,151.99241337269834,203.62094033218187
2022-05-16,340.4473083550061,172.89882886249944,153.28488362107032,203.0806527415094
2022-05-17,341.8381628176641,171.8482928456217,153.75665711237733,198.1856630567989
2022-05-18,346.1578831541396,169.47875473121366,154.72623743442227,197.5493906538626
